,Company Common Name,RIC,ISIN,Organization PermID,Exchange Name,TRBC Economic Sector Name,TRBC Business Sector Name,Delisted Quote Flag
880,Asian Bamboo AG,5ABG.DE^D16,DE000A0M6M79,4298014956,Xetra,Basic Materials,Applied Resources,True
881,Mevis Medical Solutions AG,M3VGn.DE,DE000A0LBFE4,4297670730,Xetra,Healthcare,Healthcare Services & Equipment,False
882,Franconofurt AG,FFMG.DE^G14,DE000A2NBP56,4295870076,Xetra,Real Estate,Real Estate,True
883,BHW Holding GmbH,BHWH.DE^B08,DE0005223903,5039620102,Xetra,Financials,Investment Holding Companies,True
884,Refugium Holding AG,REFG.DE^C08,DE0007007106,4295869267,Xetra,Real Estate,Real Estate,True
885,Mobotix AG,MBQGn.DE,DE0005218309,4297654036,Xetra,Technology,Technology Equipment,False
886,Meyer Burger (Germany) GmbH,R8RG.DE^L11,DE000A0JCZ51,5083483265,Xetra,Technology,Technology Equipment,True
887,Isra Vision Parsytec AG,PAQG.DE^E11,DE000A0JQ4J9,4295869845,Xetra,Technology,Technology Equipment,True
888,Vattenfall Europe AG,VTTG.DE^D08,DE0006012008,4295870331,Xetra,Utilities,Utilities,True
889,IFM Immobilien AG,IFMG.DE^L15,DE000A0JDU97,4295870221,Xetra,Real Estate,Real Estate,True
890,Infor Business Solutions AG,IFRGn.DE^D08,DE0006225402,4295869793,Xetra,Technology,Software & IT Services,True
891,ANDRITZ Deutschland Holding GmbH,SCUG_p.DE^F08,DE0007210635,4295869762,Xetra,Industrials,Industrial Goods,True
892,GK Software SE,GKSG.DE^H23,DE000A40S3V1,5060562118,Xetra,Technology,Software & IT Services,True
893,MBB SE,MBBG.DE,DE000A0ETBQ4,5045512657,Xetra,Industrials,Industrial & Commercial Services,False
894,Eurofins Genescan Holding GmbH,GEPGk.DE^B10,DE000A0Z1LZ7,5037588040,Xetra,Basic Materials,Chemicals,True
895,DIS AG,DDEG.DE^F08,DE0005016901,4295869465,Xetra,Industrials,Industrial & Commercial Services,True
896,ANDRITZ Deutschland Holding GmbH,SCUGe.DE^J14,DE000A0V9A22,4295869762,Xetra,Industrials,Industrial Goods,True
897,SMA Solar Technology AG,S92G.DE,DE000A0DJ6J9,4298052237,Xetra,Technology,Technology Equipment,False
898,Manz AG,M5ZG.DE^L24,DE000A0JQ5U3,4295870006,Xetra,Technology,Technology Equipment,True
899,Sachsenring Automobiltechnik AG,SRGG.DE^G08,DE0007162208,4295869266,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
900,Jil SAnder AG,JSAG_p.F^G08,DE0007164030,4295868874,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
901,Knorr Capital Partner AG,KCPGn.DE^H08,DE0007686123,4295869800,Xetra,Financials,Collective Investments,True
902,Ehlebracht AG,EHLG_p.DE^I08,DE0005649131,4295868844,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
903,UniCredit Bank GmbH,HVMG.DE^I08,DE0008022005,5000048673,Xetra,Financials,Banking & Investment Services,True
904,Elanix Biotechnologies AG,PFTGk.DE^E11,DE000A0WMJQ4,5049103068,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
905,Bayer Pharma AG,SCHG.DE^I08,DE0007172009,4295869029,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
906,systaic AG,SJKG.DE^B12,DE000A0JKYP6,4295870180,Xetra,Energy,Renewable Energy,True
907,Deutsche Hypothekenbank AG,HHYG.F^J08,DE0008042003,4295869886,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
908,Kinowelt Medien AG,KNMG.DE^K08,DE0006285901,4295869493,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
909,General Reinsurance AG,KRVG.F^B09,DE0008422007,4295869971,Frankfurt Stock Exchange,Financials,Insurance,True
910,General Reinsurance AG,KRVGa.F^B09,DE0008422023,4295869971,Frankfurt Stock Exchange,Financials,Insurance,True
911,Hamatech AG,DVDG.DE^C09,DE0007309007,4295869801,Xetra,Technology,Technology Equipment,True
912,RSE Grundbesitz und Beteiligungs AG,RINGb.DE^C09,DE0008292079,4295868867,Xetra,Real Estate,Real Estate,True
913,DBV Holding AG,DBVG.F^D09,DE0008416900,4295869047,Frankfurt Stock Exchange,Financials,Insurance,True
914,Yoc AG,YOCG.DE,DE0005932735,4295870041,Xetra,Technology,Software & IT Services,False
915,mwb Fairtrade Wertpapierhandelsbank AG,MWBG.DE^F09,DE000A3EYLC7,4295869770,Xetra,Financials,Banking & Investment Services,True
916,Sumida AG,VOEG.DE^H09,DE0007659302,4295868762,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
917,Sumida AG,VOEG_p.DE^H09,DE0007659336,4295868762,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
918,UCB Pharma GmbH,SRZG.DE^H09,DE0007221905,5035926872,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
919,Plenum AG,PLEGk.DE^I09,DE000A161Z44,5040701011,Xetra,Industrials,Industrial & Commercial Services,True
920,Bayer AG,BAYGn.DE,DE000BAY0017,4295869217,Xetra,Healthcare,Pharmaceuticals & Medical Research,False
921,Maxdata AG,MXAG.DE^J09,DE0006581309,4295869817,Xetra,Technology,Technology Equipment,True
922,BorgWarner Ludwigsburg GmbH,BZLG.DE^J09,DE0005072102,5000717004,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
923,Vtion Wireless Technology AG,V33G.DE^H16,DE000CHEN993,4296190341,Xetra,Technology,Telecommunications Services,True
924,KPS AG,HACGn.DE,DE000A1A6V48,4295869867,Xetra,Technology,Software & IT Services,False
925,SHS Viveon AG,SHSGk.DE^G24,DE000A0XFWK2,4295869815,Xetra,Technology,Software & IT Services,True
926,Zooplus SE,ZO1G.DE^A22,DE0005111702,4298015227,Xetra,Consumer Cyclicals,Retailers,True
927,Cor AG Financial Technologies,COCG.DE^J09,DE0005083208,4295869725,Xetra,Technology,Software & IT Services,True
928,Agennix AG,AGXG.DE^H14,DE000A1A6XX4,5000489950,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
929,Edel SE & Co KgaA,EDLG.DE,DE0005649503,5068320502,Xetra,Consumer Cyclicals,Cyclical Consumer Services,False
930,Curtis 1000 Europe AG,CEUG.DE^A11,DE0005431001,4295869921,Xetra,Basic Materials,Applied Resources,True
931,Vestcorp AG,VESGn.DE^E11,DE000A0Z2334,5001230246,Xetra,Financials,Investment Holding Companies,True
932,Baader Bank AG,BLMG.DE,DE0005088108,4295869161,Xetra,Financials,Banking & Investment Services,False
933,Kulmbacher Brauerei AG,KULG.F^A10,DE0007007007,4295868729,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,True
934,Mensch und Maschine Software SE,MUMG.DE,DE0006580806,5000071466,Xetra,Technology,Software & IT Services,False
935,eValue Ventures AG,XACn.DE^E13,DE000A1RFM45,4295869528,Xetra,Financials,Banking & Investment Services,True
936,Kabel Deutschland Holding AG,KD8Gn.DE^D16,DE000KD88880,5000668799,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
937,Tom Tailor Holding SE,TTIGn.DE^L20,DE000A0STST2,5068323815,Xetra,Consumer Cyclicals,Retailers,True
938,Brenntag SE,BNRGn.DE,DE000A1DAHH0,5059963032,Xetra,Basic Materials,Chemicals,False
939,Joyou AG,JY8G.DE^G15,DE000A0WMLD8,5000685745,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
940,KHD Humboldt Wedag International AG,KWGG.DE,DE0006578008,4295869495,Xetra,Industrials,Industrial Goods,False
941,Deutsche Effecten und Wechsel Beteiligungsgesellschaft AG,EFF0k.F,DE000A41YCR9,4295868774,Frankfurt Stock Exchange,Financials,Investment Holding Companies,False
942,Winkler und Duennebier GmbH,WDBG.DE^E10,DE0007790008,5037611441,Xetra,Industrials,Industrial Goods,True
943,Real AG,BJUGn.F^H10,DE000A0N4R25,4295869002,Frankfurt Stock Exchange,Real Estate,Real Estate,True
944,Draegerwerk AG & Co KGaA,DRWG.DE,DE0005550602,4295869101,Xetra,Healthcare,Healthcare Services & Equipment,False
945,ERGO Group AG,ERGG.F^G10,DE0008418526,4295868950,Frankfurt Stock Exchange,Financials,Insurance,True
946,SAG Solarstrom AG,SSOG.DE^E15,DE0007021008,4295869764,Xetra,Energy,Renewable Energy,True
947,Stroeer SE & Co KgaA,SAXG.DE,DE0007493991,5050638558,Xetra,Consumer Cyclicals,Cyclical Consumer Services,False
948,Elsa AG,ELSG.DE^G10,DE0005073605,4295869699,Xetra,Technology,Software & IT Services,True
949,AdCapital AG,ADCG.DE^E11,DE0005214506,4295869306,Xetra,Financials,Banking & Investment Services,True
950,ALTANA AG,ALTG.DE^H10,DE0007600801,4295869138,Xetra,Basic Materials,Chemicals,True
951,Moebel Walther AG,MWAG_p.DE^I10,DE0006620933,4295869367,Xetra,Consumer Cyclicals,Retailers,True
952,Moebel Walther AG,MWAG.DE^I10,DE0006620909,4295869367,Xetra,Consumer Cyclicals,Retailers,True
953,Abwicklungsgesellschaft Innovativ digitale Medien AG,IDLGk.DE^I10,DE000A0L1NK1,4295869841,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
954,Actris GmbH,HNGG.F^J10,DE0006107006,5037477188,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
955,TA Triumph-Adler GmbH,TWNG.DE^J10,DE0007495004,5028044380,Xetra,Technology,Technology Equipment,True
956,Isaria Wohnbau AG,JWBG.DE^H16,DE000A1E8H38,5001200920,Xetra,Real Estate,Real Estate,True
957,IDS Scheer AG,IDRG.DE^L10,DE0006257009,4295869812,Xetra,Industrials,Industrial & Commercial Services,True
958,Escom AG,ECMG.DE^A11,DE0006007206,4295868843,Xetra,Technology,Technology Equipment,True
959,EDOB Abwicklungs AG,ESCG.DE^A11,DE0005692107,4295869627,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
960,LBBW Berlin Beteiligungs AG,BHHG.F^A11,DE0008029000,4295869044,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
961,Salzgitter Kloeckner Werke GmbH,KLKG.DE^A11,DE0006780000,5037627680,Xetra,Industrials,Industrial Goods,True
962,Fresenius SE & Co. KGaA,FREG_p.DE^A11,DE0005785638,5001439044,Xetra,Healthcare,Healthcare Services & Equipment,True
963,FOCUS & Kalkhoff Holding GmbH,DCTG.DE^A13,DE000A1H6HN1,5053445252,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
964,RIB Software GmbH,RIB.DE^D21,DE000A0Z2XN6,5055463506,Xetra,Technology,Software & IT Services,True
965,CeoTronics Audio Video Data Communication AG,CEKG.DE^E11,DE0005407407,4295869731,Xetra,Technology,Technology Equipment,True
966,Powerland AG,PWLD.DE^L15,DE000PLD5558,5028473703,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
967,Norma Group SE,NOEJ.DE,DE000A1H8BV3,5040056994,Xetra,Industrials,Industrial Goods,False
968,Euromed AG,EUDG.DE^D11,DE0005706808,5000331537,Xetra,Healthcare,Healthcare Services & Equipment,True
969,GSW Immobilien AG,GIBG.DE^G14,DE000GSW1111,5000686602,Xetra,Real Estate,Real Estate,True
970,Micrologica AG,MLGG.DE^E11,DE0006623002,4295869702,Xetra,Technology,Software & IT Services,True
971,Netlife AG,NTFG.DE^E11,DE0006763907,4295869838,Xetra,Technology,Software & IT Services,True
972,Concord Investmentbank AG,CCFG.DE^E11,DE0005410203,4295869466,Xetra,Financials,Banking & Investment Services,True
973,Saltus Technology AG,SASG.DE^E11,DE0007161002,4295869261,Xetra,Industrials,Industrial Goods,True
974,SER Systems AG,SESG.DE^E11,DE0007241903,4295869263,Xetra,Technology,Software & IT Services,True
975,Tria IT Solutions AG,TSXGk.DE^E11,DE000A0XYL53,4295869805,Xetra,Technology,Software & IT Services,True
976,Sino German United AG,GEBG.DE^E11,DE000SGU8886,5050701258,Xetra,Consumer Non-Cyclicals,Food & Drug Retailing,True
977,TDMi AG,ARXG.DE^E11,DE0005098008,4295869629,Xetra,Consumer Non-Cyclicals,Personal & Household Products & Services,True
978,Odeon Film AG,ODEG.DE^E11,DE0006853005,5001639014,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
979,Mannheimer AG Holding,MAVG.DE^E11,DE0008428004,4295868963,Xetra,Financials,Insurance,True
980,Computec Media AG,CMDG.DE^E11,DE0005441000,4295869723,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
981,Lintec Information Technologies AG,LICGk.DE^E11,DE000A0TGJ71,4295869700,Xetra,Technology,Technology Equipment,True
982,Philipp Holzmann AG,HOZG.DE^E11,DE0006082001,4295870258,Xetra,Industrials,Industrial & Commercial Services,True
983,Ceyoniq AG,CEEG.DE^E11,DE0005420004,4295869481,Xetra,Technology,Software & IT Services,True
984,Sanacorp Pharmaholding AG,SNCG_p.DE^E11,DE000A2BPP70,4295869196,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
985,Pelikan AG,HEZG.DE^E11,DE0006053101,4295869574,Xetra,Basic Materials,Applied Resources,True
986,Graphit Kropfmuehl AG,GKRG.DE^E11,DE0005896005,4295870270,Xetra,Basic Materials,Mineral Resources,True
987,KAMPA AG,KPHG.DE^E11,DE0006269103,4295869556,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
988,Eyemaxx Real Estate AG,BTCGk.DE^E11,DE000A0V9L94,5035746080,Xetra,Real Estate,Real Estate,True
989,Ahlers AG,AAHG_p.DE^E11,DE0005009732,4295868722,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
990,Tiptel AG,TIPT.DE^E11,DE0007483604,4295869414,Xetra,Technology,Technology Equipment,True
991,WET Automotive Systems AG,WETG.DE^E11,DE0005081608,4295869533,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
992,Prodacta AG,POAG.DE^E11,DE0007867301,4295869811,Xetra,Technology,Software & IT Services,True
993,Informatec Integrated Information Systems AG,IFOG.DE^E11,DE0006222003,4295869703,Xetra,Technology,Software & IT Services,True
994,Management Data Media Systems AG,MAFG.DE^E11,DE0006621303,4295869851,Xetra,Technology,Technology Equipment,True
995,WMF AG,WMFG_p.DE^E11,DE0007803033,4295869141,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
996,mb Software AG,MBSG.DE^E11,DE0006583206,4295869693,Xetra,Technology,Software & IT Services,True
997,Fritz Nols AG,FNGG.DE^E11,DE0005070908,4295869705,Xetra,Industrials,Industrial & Commercial Services,True
998,Gontard & MetallBank AG,GMBG.DE^E11,DE0005890503,4295869802,Xetra,Financials,Banking & Investment Services,True
999,Pongs & Zahn AG,PUZG.DE^E11,DE0006954001,4295868868,Xetra,Basic Materials,Chemicals,True
1000,BSK 1818 Holding AG,BEBG.DE^E11,DE0008023227,5000006301,Xetra,Financials,Banking & Investment Services,True
1001,VK MUeHLEN AG,VKLG.DE^E11,DE0007629008,4295868910,Xetra,Consumer Non-Cyclicals,Food & Beverages,True
1002,Neschen AG,NSNG.DE^E11,DE0005021307,4295869758,Xetra,Basic Materials,Applied Resources,True
1003,Creaton GmbH,CRNG_p.DE^E11,DE0005483036,4295869197,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1004,Utimaco Safeware AG,UTIG.DE^E11,DE0007572406,5040272219,Xetra,Technology,Software & IT Services,True
1005,Meta Wolf AG,MPSG.DE^E11,DE000A254203,4295869273,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1006,Erwin Hymer Beteiligungs AG,HYMG.DE^E11,DE0006096704,4295869334,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1007,BOeWE SYSTEC AG,BSYG.DE^E11,DE0005239701,4295869358,Xetra,Industrials,Industrial Goods,True
1008,CINEMEDIA FILM AG GEYER WERKE,CMWG.DE^E11,DE0005433007,4295869748,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
1009,Comarch AG,FTMG.DE^E11,DE000A1KRMR8,4295869712,Xetra,Technology,Software & IT Services,True
1010,WMF AG,WMFG.DE^E11,DE0007803009,4295869141,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1011,infas Holding AG,HUZG.DE^E11,DE0006097108,4295869282,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
1012,ADC African Development Corporation AG,AZCGne.DE^A15,DE000A1E8NW9,5040248700,Xetra,Financials,Banking & Investment Services,True
1013,Pferdewetten de AG,EMHn.F,DE000A2YN777,5000053507,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,False
1014,AmaTech AG,TXAG.F^G20,DE0005192801,4295870158,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1015,Panamax New Energy AG,ICPG.F,DE000A1R1C81,5057938860,Frankfurt Stock Exchange,Financials,Investment Holding Companies,False
1016,Baum AG,BAMGnk.F^B15,DE000A0AYX23,5000088770,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1017,Petrotec AG,PT8G.DE^J15,DE000PET1111,4295870140,Xetra,Energy,Renewable Energy,True
1018,WMF AG,WMFG_p.F^C15,DE0007803033,4295869141,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1019,Sanacorp Pharmaholding AG,SNCG_p.F^F16,DE000A2BPP70,4295869196,Frankfurt Stock Exchange,Healthcare,Pharmaceuticals & Medical Research,True
1020,Philipp Holzmann AG,HOZG.F^D21,DE0006082001,4295870258,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1021,Pelikan AG,HEZG.F^L17,DE0006053101,4295869574,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
1022,Mannheimer AG Holding,MAVG.F^C13,DE0008428004,4295868963,Frankfurt Stock Exchange,Financials,Insurance,True
1023,United Power Technology AG,UP7G.DE^H16,DE000A1EMAK2,5001203664,Xetra,Industrials,Industrial Goods,True
1024,ArtStor AG,HHSG.F^G15,DE0005492862,4295870154,Frankfurt Stock Exchange,Technology,Technology Equipment,True
1025,KAMPA AG,KPHG.F^G20,DE0006269103,4295869556,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1026,WCM Beteiligungs und Grundbesitz AG,WCMk.F^L24,DE000A1X3X33,4295868822,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1027,m s Elektronik AG,MUSG.F^K20,DE0006617400,4295870070,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1028,BOeWE SYSTEC AG,BSYG.F^K20,DE0005239701,4295869358,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1029,WMF AG,WMFG.F^C15,DE0007803009,4295869141,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1030,CDV Software Entertainment AG,OGGGk.F^K15,DE000A0MF053,4295870121,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1031,IMW Immobilien SE,GARGn.F^I15,DE000A0BVWY6,5035571301,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1032,VCL Film + Medien AG,VFMG.F^J13,DE0003304374,4295869829,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1033,Your Family Entertainment AG,RTVGn.F,DE000A161N14,4295869826,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,False
1034,Readcrest Capital AG,EXJ0k.F,DE000A0LE3J1,4295869904,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,False
1035,Kabel New Media AG,KNWG.F^J13,DE0006229503,4295869832,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1036,Camelot Tele Communication Online AG iI,CTKG.F^C14,DE0005010896,4295869655,Frankfurt Stock Exchange,Technology,Telecommunications Services,True
1037,Rinol AG,RILGk.F^B16,DE000A0HN404,4295869250,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1038,Schnigge Capital Markets SE,SHBG.F^C15,DE000A0EKK20,5067935720,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
1039,Yellowfin Asset Management GmbH,ONVG.F^F15,DE0005461602,5083657814,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
1040,Enapter AG,H2OG.F,DE000A255G02,5073085259,Frankfurt Stock Exchange,Energy,Renewable Energy,False
1041,Synaxon AG,PCSG.F^J15,DE0006873805,4295869879,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
1042,Tiscon AG,TIS0.F,DE000A409732,4295869907,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,False
1043,Energiekontor AG,EKTG.F,DE0005313506,4295870139,Frankfurt Stock Exchange,Utilities,Utilities,False
1044,TTL Beteiligungs und Grundbesitz AG,TTOG.F,DE0007501009,4295869860,Frankfurt Stock Exchange,Real Estate,Real Estate,False
1045,RLG Systems AG,CCRG.F^G15,DE0007627200,4295869956,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1046,Advanced Photonics Technologies AG,AP8Gk.F^C13,DE000A0AM9S2,4295869300,Frankfurt Stock Exchange,Technology,Technology Equipment,True
1047,Path2 Hydrogen AG,PTHH.F,DE000A1A6WB2,5059956752,Frankfurt Stock Exchange,Technology,Financial Technology (Fintech) & Infrastructure,False
1048,VK MUeHLEN AG,VKLG.F^F14,DE0007629008,4295868910,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,True
1049,Cycos AG,YOSG.F^A15,DE0007700205,4295870120,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1050,Erwin Hymer Beteiligungs AG,HYMG.F^F13,DE0006096704,4295869334,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1051,Turbon AG,TURG.F,DE0007504508,4295869424,Frankfurt Stock Exchange,Technology,Technology Equipment,False
1052,Maier + Partner AG,MPRKk.F^K21,DE000A1MMCY2,4295869565,Frankfurt Stock Exchange,Technology,Technology Equipment,True
1053,Abwicklungsgesellschaft Roesch Medizintechnik AG,RSBG.F^I17,DE0005291405,4295870060,Frankfurt Stock Exchange,Healthcare,Healthcare Services & Equipment,True
1054,German Values Property Group GmbH,TVD6.F^F24,DE000A0L1NQ8,5000631757,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1055,Agiplan Technosoft AG,AGIG.F^C14,DE0005870356,4295869633,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1056,Adler Modemaerkte GmbH,ADDG.DE^C21,DE000A1H8MU2,5034748692,Xetra,Consumer Cyclicals,Retailers,True
1057,Emprise AG,ERIG.F^F11,DE0005710503,4295869866,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1058,alstria Office Prime Portfolio GmbH & Co KG,PMOX.DE^L16,DE000PRME020,5074560163,Xetra,Real Estate,Real Estate,True
1059,China Specialty Glass AG,CSGG.DE^B16,DE000A1EL8Y8,5001221711,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1060,Thielert AG,T3CGn.F^G11,DE0006052079,4295869124,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
1061,Cybio AG,CQJG.F^H12,DE0005412308,4295869960,Frankfurt Stock Exchange,Healthcare,Healthcare Services & Equipment,True
1062,Shw AG,SW1.DE^D21,DE000A3E5B74,5035251689,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
1063,Interhyp AG,IYPGn.F^G11,DE0005121701,4295869962,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1064,Altech Advanced Materials AG,YB1.DE^K14,DE000A41YD99,5071163924,Xetra,Basic Materials,Applied Resources,True
1065,Deutsche Boerse AG,DB1Gne.DE^B12,DE000A1KRND6,4298007872,Xetra,Financials,Banking & Investment Services,True
1066,schlott gruppe AG,SHTG.DE^H11,DE0005046304,4295869517,Xetra,Industrials,Industrial & Commercial Services,True
1067,Arbomedia GmbH,RBXG.F^H11,DE0005489306,5037431327,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1068,10tacle studios AG,T1CG.F^L12,DE000TACL107,4295869258,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1069,Vion Beef BV,MKSG.F^H11,DE0006622301,5081137575,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,True
1070,euromicron AG,EUCG.DE^H11,DE0005660005,4295869691,Xetra,Industrials,Industrial Goods,True
1071,euromicron AG,EUCAn.DE^A20,DE000A1K0300,4295869691,Xetra,Industrials,Industrial Goods,True
1072,Mineralbrunnen Ueberkingen-Teinach GmbH & Co KgaA,MUTG.F,DE0006614001,5057942105,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,False
1073,Mineralbrunnen Ueberkingen-Teinach GmbH & Co KgaA,MUTG_p.F,DE0006614035,5057942105,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,False
1074,solarhybrid AG,SHLG.DE^G12,DE000A0LR456,5037587014,Xetra,Energy,Renewable Energy,True
1075,Zapf Creation AG,ZPFKk.DE^A15,DE000A2TSMZ8,4295869773,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1076,schlott gruppe AG,SHTG.F^L11,DE0005046304,4295869517,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1077,Ultrasonic AG,US5.DE^I15,DE000A1KREX3,5036856809,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
1078,Arquana International Print & Media AG,NIEG.F^L11,DE0006781008,4295868797,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
1079,Comtrade AG,CTBGk.F^L11,DE000A0STXE4,4295869289,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1080,Bau Verein zu Hamburg Immobilien GmbH,BVHG.DE^K12,DE0005179006,5040703035,Xetra,Real Estate,Real Estate,True
1081,MyHammer Holding AG,MYRG.DE^A12,DE000A11QWW6,4295869759,Xetra,Technology,Software & IT Services,True
1082,Stolberger Telecom AG,SZIG.F^A14,DE0007279010,4295868820,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1083,EMS New Media AG,EMNG.F^A12,DE0005212807,4295870010,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
1084,Caatoosee AG,CATG.F^C16,DE000A1E8HY7,4295869607,Frankfurt Stock Exchange,Technology,Software & IT Services,True
1085,IKB Deutsche Industriebank AG,IKBG.DE^A12,DE0008063306,4295868946,Xetra,Financials,Banking & Investment Services,True
1086,IKB Deutsche Industriebank AG,IKBG.F^D16,DE0008063306,4295868946,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
1087,7C Solarparken AG,HRPKk.F,DE000A11QW68,5044364059,Frankfurt Stock Exchange,Utilities,Utilities,False
1088,Audi AG,NSUG.DE^B12,DE0006757008,4295869354,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
1089,Koehler & Krenzer Fashion AG,KKFG.F^B12,DE0006303407,4295869806,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
1090,MISTRAL Media AG,SPZNnk.DE^C12,DE000A1PHC13,4295869688,Xetra,Financials,Banking & Investment Services,True
1091,Audi AG,NSUG.DE^K20,DE0006757008,4295869354,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
1092,Rolls Royce Power Systems AG,TGMG.DE^C13,DE000A0N4P43,5000064208,Xetra,Industrials,Industrial Goods,True
1093,ALBA SE,INSG.DE^D12,DE0006209901,4295869714,Xetra,Industrials,Industrial & Commercial Services,True
1094,Meyer Burger (Germany) GmbH,R8RG.F^L14,DE000A0JCZ51,5083483265,Frankfurt Stock Exchange,Technology,Technology Equipment,True
1095,Haikui Seafood AG,H8K.DE^B16,DE000A1JH3F9,5037363876,Xetra,Consumer Non-Cyclicals,Food & Beverages,True
1096,STINAG Stuttgart Invest AG,STGG.F^G17,DE0007318008,4295868684,Frankfurt Stock Exchange,Real Estate,Real Estate,True
1097,Schneider Technologies AG,SRFG.F^F12,DE0007193401,4295869606,Frankfurt Stock Exchange,Technology,Technology Equipment,True
